# HumanityOS Plants Database
# Growth data based on real agricultural references (USDA, FAO, university extension services)
#
# Column definitions:
#   id                    - Unique plant identifier (snake_case)
#   name                  - Common display name
#   description           - Short description
#   type                  - Category. The file uses ten, not the six this line once listed:
#                           vegetable 45, fruit 39, herb 21, grain 19, legume 18, alien 12,
#                           tree 11, medicinal 10, decorative 7, fiber 7.
#                           NOTE: oyster_mushroom, shiitake and button_mushroom are typed
#                           vegetable and are fungi. Several columns mean something different
#                           for them, since a mushroom has no roots drawing a soil solution.
#   growth_days           - Total days from planting to harvest (real-world basis, game may scale). For a
#                           crop picked or cut over a season this is days to the FIRST pick, while the
#                           yield columns are the whole season: see yield_min below.
#   water_liters_per_day  - Water requirement in liters PER PLANT per day. For every crop with an
#                           area_per_plant_m2 and a row in FAO-56 Table 12 (2026-09-26) it is the FAO
#                           crop evapotranspiration over that area: season-average Kc x a reference ET0 of
#                           3 mm/day x area_per_plant_m2 (method in data/garden/yields.ron, WATER). A grow
#                           unit draws this times the plants in it.
#   nutrient_n            - Relative nitrogen demand (higher = hungrier). NOT kilograms of anything: until
#                           2026-09-26 this line called it a kg/hectare equivalent scaled to one plant
#                           and tomato's 0.15 is no such figure. The farming sim reads it against one anchor
#                           crop's published removal per kg of harvest: see data/garden/nutrients.ron
#   nutrient_p            - Relative phosphorus demand; read the same way (the sim counts grams of P2O5)
#   nutrient_k            - Relative potassium demand; read the same way (the sim counts grams of K2O)
#   ph_min                - Minimum preferred soil pH
#   ph_max                - Maximum preferred soil pH
#   temp_min_c            - Minimum growing temperature in Celsius
#   temp_max_c            - Maximum growing temperature in Celsius
#   humidity_min          - Minimum relative humidity (0.0-1.0)
#   humidity_max          - Maximum relative humidity (0.0-1.0)
#   yield_min             - Minimum harvest per PLANT, counted in items of harvest_item (so its kg is this
#                           times the item's items.csv weight_kg). Fractional, and usually well under 1
#                           for grain and seed: a wheat plant gives 0.0019 of a 0.5 kg item. For every
#                           crop with an area_per_plant_m2 (2026-09-26) it is a cited good-practice
#                           harvest, sourced crop by crop in data/garden/yields.ron; for a crop picked or
#                           cut over a season it is the whole season's pick. A grow unit harvests this
#                           times the plants in it (see area_per_plant_m2). Rows without an area still
#                           carry the older unsourced figures.
#   yield_max             - Maximum harvest per plant, same basis. The harvest rolls between the two.
#   growth_stages         - Colon-separated growth stage names
#   seasons               - Preferred growing seasons (colon-separated)
#   seed_value            - Base trade value of seeds (credits)
#   harvest_value         - Base trade value of harvested crop (credits)
#   skill_required        - Minimum farming skill level needed
#   seed_source           - Where seeds can be obtained (colon-separated)
#   companion_plants      - Plants that grow well nearby (colon-separated ids)
#   adverse_plants        - Plants that should not be grown nearby (colon-separated ids)
#   harvest_item          - Item id this crop yields, resolved against data/items.csv
#   needs_light           - true if the species needs light to grow (every green plant). false for
#                           the fungi: they do not photosynthesise and grow on their substrate in the
#                           dark (Penn State Extension). Says nothing about HOW MUCH light: see
#                           schemas/plant.toml
#   n_fixed_pct           - Share of the crop's nitrogen it fixes from the air, percent (the %Ndfa, "N derived
#                           from the atmosphere"). Blank = none. The farming sim draws only the rest from the
#                           crop's unit and credits the fixed N in its roots to the next crop there (see
#                           data/garden/nutrients.ron legume_harvest_n_share). Filled 2026-09-26 only where a
#                           figure was found: soybean 55 from Salvagiotti et al. 2008 (Field Crops Research
#                           108: 1-13) abstract: "On an average, 50-60% of soybean N demand was met by biological
#                           N2 fixation". fava_bean 67, pea 54, lentil 54, chickpea 52, and 26 for the common
#                           beans (bean, kidney_bean, pinto_bean, navy_bean: all Phaseolus vulgaris) from
#                           Hossain, Wang, Hamel, Knight, Morrison and Gan 2017, "Biological nitrogen fixation
#                           by pulse crops on semiarid Canadian prairies", Can. J. Plant Sci. 97: 119-131:
#                           three-year means at Swift Current, Saskatchewan of faba bean 67.48, field pea 53.95,
#                           lentil 53.53, chickpea 51.56 and dry bean 26.31, read from the table in Canadian
#                           Agronomist's summary of the paper (27 November 2018; the journal page itself was not
#                           reachable). Its caveats: "The amount of N fixed by the pulse crops was lower than in
#                           previous studies, possibly due to the lower yield under the semi-arid conditions at
#                           Swift Current", and for dry bean "a low yield in 2008 dragged down the three-year
#                           average" (0.72% in 2008, 45.76% in 2010). Field
#                           pea is used for the garden pea (same species, grown for dry seed). Peanut, cowpea,
#                           lupin, mung bean, pigeon pea and the other legumes fix nitrogen too but have no
#                           figure here yet, so the sim treats them as not fixing until one is sourced.
#   removal_n_g_per_kg    - Grams of N that one kg of this crop's harvest carries out of its unit, on the basis
#                           the game's harvest item represents: fresh produce as picked, grain and dry seed at the
#                           storage moisture its source table reports. Blank = not sourced yet, and the sim then
#                           reads nutrient_n against the anchor crop instead (data/garden/nutrients.ron).
#   removal_p2o5_g_per_kg - Grams of P2O5 per kg of harvest, same basis. Blank falls back the same way.
#   removal_k2o_g_per_kg  - Grams of K2O per kg of harvest, same basis. Blank falls back the same way. Each of
#                           the three falls back on its own. Filled 2026-09-26 for 64 crops; the source
#                           of every number, down to the table cell, is in data/garden/nutrients.ron under
#                           REMOVAL COLUMNS. In short: grain, dry pulses and oilseeds take N from USDA NRCS
#                           Agricultural Waste Management Field Handbook Table 6-6 and P2O5 and K2O from
#                           UW-Madison A2809 Table 4.2; fresh produce takes N from the nitrogen USDA measured in
#                           the food (FoodData Central protein over its nitrogen factor) and P2O5 and K2O from
#                           A2809 where it lists the crop, else from FoodData Central. flax (a fiber bundle) and
#                           the mushrooms (fed by their substrate, not the unit) are blank on purpose.
#   area_per_plant_m2     - Floor area one plant takes, m2: the in-row x between-row spacing a university
#                           extension or planting guide gives (for drilled cereals and pulses, 1 / the
#                           recommended established plants per m2). A bed, tray or field plot holds
#                           floor(plot area / this) plants, at least 1; a tower cup and a hand-planted
#                           crop hold one. Blank = one plant per unit whatever its size (the behaviour
#                           before 2026-09-26), which is what an unsourced row gets. Filled 2026-09-26 for
#                           52 crops, every one cited with its yield in data/garden/yields.ron. Blank on
#                           purpose: mint (planted as runners, no per-plant spacing), rosemary, aloe_vera
#                           and st_johns_wort (no primary yield figure found yet), the mushrooms (a
#                           substrate block, not floor area, sets their yield).
#
# Sources: USDA Plant Hardiness, FAO crop water requirements, Purdue/Cornell extension data
#
# growth_days CONVENTION: unless noted below a row counts from the propagule it is actually
# started from - seed for most crops clove for garlic slip for sweet potato crown for
# asparagus and rhubarb sucker for banana and plantain cutting for the berry shrubs and
# vines - through to the FIRST harvest. Perennials therefore carry the establishment years
# (asparagus 730 cranberry 1095 apple 1460) not the length of one fruiting season.
#
# EXCEPTION - these eight rows carry days FROM TRANSPLANT because that is the basis every
# extension service publishes for them: tomato pepper eggplant broccoli cauliflower cabbage
# celery leek. Direct-sowing those from seed adds roughly 30-45 days to reach the same stage.
pear,Pear,Long-lived deciduous tree with sweet gritty-textured fruit - slower into bearing than apple at four to six years from planting,fruit,1460,2.5,0.08,0.04,0.10,6.0,7.5,5,28,0.40,0.70,15,50,seed:sapling:juvenile:flower:fruit_set:ripe,spring:summer:fall,12,35,3,specialty_vendor,garlic,,fruit_pear_0,true,,,,,
cherry,Cherry,Ornamental and fruit-bearing tree with short harvest window - sweet cherry needs four to seven years before its first real crop,fruit,1460,2.5,0.08,0.04,0.10,6.0,7.5,5,28,0.40,0.70,10,40,seed:sapling:juvenile:flower:fruit_set:ripe,spring:summer,14,40,3,specialty_vendor,garlic:chive,,fruit_cherry_0,true,,,,,
mango,Mango,Tropical evergreen producing large aromatic drupes,fruit,1460,4.0,0.15,0.06,0.18,5.5,7.0,22,38,0.50,0.80,15,60,seed:sapling:juvenile:flower:fruit_set:ripe,spring:summer,15,50,4,specialty_vendor,,,fruit_mango_0,true,,,,,
pineapple,Pineapple,Tropical bromeliad producing a single composite fruit,fruit,540,1.0,0.08,0.04,0.12,4.5,6.5,20,35,0.60,0.90,1,1,crown:sprout:rosette:flower:fruit_fill:ripe,summer,8,25,3,specialty_vendor,,,fruit_pineapple_0,true,,,,,
coconut,Coconut,Tall tropical palm providing fruit water and copra,fruit,2190,5.0,0.12,0.05,0.18,5.5,7.0,22,35,0.60,0.90,30,80,seed:sprout:palm_growth:flower:nut_fill:mature,summer,20,60,5,specialty_vendor,,,fruit_coconut_0,true,,,,,
fig,Fig,Ancient deciduous tree fruiting twice per season,fruit,730,2.0,0.06,0.03,0.10,6.0,7.5,15,35,0.40,0.70,15,50,cutting:sprout:bush_growth:flower:fruit:ripe,spring:summer:fall,10,30,3,specialty_vendor,marigold,,fruit_fig_0,true,,,,,
pomegranate,Pomegranate,Drought-tolerant shrub with jewel-like arils,fruit,1095,1.5,0.06,0.03,0.10,5.5,7.5,15,38,0.30,0.60,8,25,seed:sapling:juvenile:flower:fruit_set:ripe,spring:summer:fall,12,35,3,specialty_vendor,,walnut,fruit_pomegranate_0,true,,,,,
cranberry,Cranberry,Low-growing bog shrub with tart red berries for sauce - a new bed needs three years before it fruits and five before full crop,fruit,1095,3.0,0.04,0.02,0.06,4.0,5.5,5,25,0.70,0.95,2,8,cutting:sprout:runner:flower:fruit:ripe,fall,8,22,3,specialty_vendor,,,fruit_cranberry_0,true,,,,,
plum,Plum,Hardy stone fruit tree adaptable to many climates,fruit,1095,2.5,0.08,0.04,0.10,5.5,7.0,5,30,0.40,0.70,15,50,seed:sapling:juvenile:flower:fruit_set:ripe,spring:summer,10,30,3,specialty_vendor,garlic:basil,walnut,fruit_plum_0,true,,,,,
mint,Mint,Vigorous spreading herb prized for fresh aromatic leaves,herb,20,0.6,0.04,0.02,0.04,6.0,7.0,10,28,0.50,0.80,6,15,cutting:sprout:runner:vegetative:mature,spring:summer:fall,2,8,1,store:trade,cabbage:tomato:pea,parsley,herb_mint_0,true,,5.26,1.37,5.5,
rosemary,Rosemary,Woody perennial Mediterranean herb with pine-like fragrance,herb,90,0.3,0.02,0.01,0.03,6.0,7.5,10,30,0.30,0.60,3,8,cutting:sprout:woody_growth:flower:mature,spring:summer:fall,4,12,2,store:trade,bean:cabbage:carrot,,herb_rosemary_0,true,,5.3,1.51,8.02,
thyme,Thyme,Low-growing aromatic herb used in cooking and medicine,herb,45,0.0859,0.02,0.01,0.02,6.0,8.0,10,30,0.30,0.60,3.81,3.81,seed:sprout:vegetative:flower:mature,spring:summer,3,10,1,store:trade,cabbage:eggplant:tomato,,herb_thyme_0,true,,8.9,2.43,7.31,0.0316
oregano,Oregano,Hardy perennial herb essential in Mediterranean cuisine,herb,45,0.0859,0.03,0.01,0.03,6.0,8.0,10,30,0.30,0.60,5.444,5.444,seed:sprout:vegetative:flower:mature,spring:summer,3,10,1,store:trade,pepper:tomato:bean,,herb_oregano_0,true,,,,,0.0316
sage,Sage,Silvery aromatic perennial valued in cooking and folk medicine,herb,75,0.0859,0.03,0.01,0.03,6.0,7.0,10,28,0.30,0.60,7.076,7.076,seed:sprout:vegetative:woody_growth:flower:mature,spring:summer,4,12,2,store:trade,cabbage:carrot:rosemary,basil:cucumber,herb_sage_0,true,,,,,0.0316
cilantro,Cilantro,Fast-bolting annual herb producing leaves and coriander seeds,herb,25,0.0843,0.04,0.02,0.03,6.0,7.0,10,26,0.40,0.70,2.342,2.342,seed:sprout:leaf_growth:bolt:flower:seed,spring:fall,2,6,1,store:trade,bean:pea:tomato,fennel,herb_cilantro_0,true,,3.41,1.1,6.25,0.031
parsley,Parsley,Biennial herb with curly or flat leaves for garnish and flavor,herb,35,0.0859,0.05,0.02,0.04,6.0,7.0,10,26,0.40,0.70,6.714,7.712,seed:sprout:leaf_growth:mature,spring:summer:fall,2,8,1,store:trade,tomato:asparagus:corn,lettuce:mint,herb_parsley_0,true,,4.75,1.33,6.65,0.0316
lavender,Lavender,Fragrant perennial herb with purple flower spikes,herb,120,0.3,0.02,0.01,0.02,6.5,8.0,12,30,0.30,0.50,7.868,47.22,seed:sprout:vegetative:woody_growth:flower:mature,spring:summer,5,15,2,store:trade,rosemary:sage,,herb_lavender_0,true,,,,,2.6
chamomile,Chamomile,Daisy-like annual herb used for calming tea,herb,60,0.4,0.03,0.01,0.03,5.5,7.5,10,26,0.40,0.70,1.238,1.844,seed:sprout:vegetative:flower:mature,spring:summer,3,10,1,store:trade,cabbage:onion:cucumber,,herb_chamomile_0,true,,,,,0.0975
ginger,Ginger,Tropical rhizome with pungent spicy flesh,herb,240,0.175,0.08,0.03,0.10,5.5,6.5,20,32,0.60,0.90,2.892,3.15,rhizome:sprout:leaf_growth:rhizome_fill:mature,spring:summer,8,25,3,specialty_vendor,turmeric,,herb_ginger_0,true,,2.91,0.779,4.98,0.0645
turmeric,Turmeric,Tropical rhizome yielding bright orange spice,herb,270,1.2,0.08,0.03,0.10,5.5,7.0,20,35,0.60,0.90,18.14,36.28,rhizome:sprout:leaf_growth:rhizome_fill:mature,summer,8,25,3,specialty_vendor,ginger,,herb_turmeric_0,true,,,,,0.929
cinnamon,Cinnamon,Tropical evergreen tree whose bark yields sweet spice,herb,1095,2.0,0.06,0.03,0.08,5.5,7.0,20,35,0.60,0.90,1,3,seed:sapling:juvenile:bark_harvest:regrowth,summer,15,45,5,specialty_vendor,,,herb_cinnamon_0,true,,,,,
dill,Dill,Feathery annual herb attracting beneficial insects,herb,40,0.0859,0.04,0.02,0.03,5.5,7.0,10,26,0.40,0.70,4.99,4.99,seed:sprout:leaf_growth:flower:seed,spring:summer,2,6,1,store:trade,cabbage:lettuce:onion,carrot:tomato,herb_dill_0,true,,5.54,1.51,8.86,0.0316
chive,Chive,Perennial allium producing mild onion-flavored leaves,herb,30,0.4,0.04,0.02,0.04,6.0,7.0,8,26,0.40,0.70,1.258,1.258,seed:sprout:clump_growth:flower:mature,spring:summer:fall,2,8,1,store:trade,carrot:tomato:apple,bean:pea,herb_chive_0,true,,5.23,1.33,3.55,0.0523
lemongrass,Lemongrass,Tropical grass with citrus-scented stalks,herb,90,1,0.06,0.02,0.06,5.5,7.5,20,35,0.50,0.80,24,28.8,stalk:sprout:tiller:mature,spring:summer,4,12,2,store:trade,ginger,,herb_lemongrass_0,true,,2.91,2.31,8.68,0.48
oak,Oak,Mighty long-lived hardwood providing timber and acorns,tree,3650,3.0,0.08,0.04,0.08,5.5,7.0,5,30,0.40,0.70,50,200,acorn:seedling:sapling:juvenile:mature,spring:summer:fall,15,80,4,specialty_vendor,,,produce_oak_0,true,,,,,
pine,Pine,Evergreen conifer producing lumber and resin,tree,2190,1.5,0.04,0.02,0.04,4.5,6.5,0,30,0.30,0.60,1,5,seed:seedling:sapling:juvenile:mature,spring:summer:fall:winter,10,50,3,specialty_vendor,,,produce_pine_0,true,,,,,
birch,Birch,Fast-growing deciduous tree with distinctive white bark,tree,1825,2.5,0.06,0.03,0.06,5.0,7.0,2,28,0.40,0.70,1,3,seed:seedling:sapling:juvenile:mature,spring:summer:fall,10,40,3,specialty_vendor,,walnut,produce_birch_0,true,,,,,
maple,Maple,Deciduous hardwood yielding timber and sweet sap,tree,2555,2.5,0.06,0.03,0.06,5.5,7.5,2,28,0.40,0.70,2,8,seed:seedling:sapling:juvenile:mature,spring:summer:fall,12,55,3,specialty_vendor,,walnut,produce_maple_0,true,,,,,
willow,Willow,Fast-growing moisture-loving tree with graceful drooping branches,tree,1095,5.0,0.06,0.03,0.08,5.5,7.5,2,28,0.60,0.90,1,3,cutting:sprout:sapling:juvenile:mature,spring:summer:fall,8,30,2,specialty_vendor,,,produce_willow_0,true,,,,,
bamboo,Bamboo,Extremely fast-growing giant grass with woody culms,tree,365,4.0,0.15,0.05,0.12,5.5,7.0,15,35,0.60,0.90,5,20,rhizome:sprout:culm_growth:branching:mature,spring:summer,10,35,3,specialty_vendor,,,produce_bamboo_0,true,,,,,
palm,Palm,Tropical tree producing fronds and various useful fruit,tree,1825,3.0,0.08,0.04,0.12,5.5,7.5,18,38,0.50,0.80,2,8,seed:seedling:trunk_growth:crown_form:mature,summer,15,45,4,specialty_vendor,,,produce_palm_0,true,,,,,
redwood,Redwood,Towering ancient conifer reaching immense heights,tree,7300,4.0,0.06,0.03,0.06,5.0,6.5,5,28,0.60,0.90,1,2,seed:seedling:sapling:juvenile:mature,spring:summer:fall:winter,25,120,5,specialty_vendor,,,produce_redwood_0,true,,,,,
eucalyptus,Eucalyptus,Fast-growing aromatic tree with peeling bark,tree,1095,2.0,0.06,0.03,0.06,5.5,7.0,10,38,0.30,0.60,1,3,seed:seedling:sapling:juvenile:mature,spring:summer,10,35,3,specialty_vendor,,,produce_eucalyptus_0,true,,,,,
baobab,Baobab,Massive long-lived tree storing water in swollen trunk,tree,7300,1.0,0.04,0.02,0.06,6.0,8.0,20,40,0.20,0.50,5,15,seed:seedling:sapling:juvenile:trunk_swell:mature,summer,30,100,5,specialty_vendor,,,produce_baobab_0,true,,,,,
cherry_blossom,Cherry Blossom,Ornamental tree celebrated for spectacular spring blooms,tree,1460,2.5,0.06,0.03,0.08,6.0,7.0,5,28,0.40,0.70,0,0,seed:seedling:sapling:juvenile:bloom:mature,spring:summer:fall,20,60,3,specialty_vendor,garlic:chive,,produce_cherry_blossom_0,true,,,,,
aloe_vera,Aloe Vera,Succulent medicinal plant with gel-filled leaves,medicinal,180,0.2,0.02,0.01,0.03,6.0,8.0,18,35,0.20,0.50,3,8,pup:sprout:rosette:leaf_fill:mature,spring:summer,6,18,2,specialty_vendor,,,produce_aloe_vera_0,true,,,,,
echinacea,Echinacea,Purple coneflower used for immune support,medicinal,120,0.5,0.04,0.02,0.04,6.0,7.5,10,28,0.40,0.70,0.105,0.105,seed:sprout:rosette:flower:mature,spring:summer,5,15,2,specialty_vendor,lavender:sage,,produce_echinacea_0,true,,,,,0.09
ginseng,Ginseng,Slow-growing shade root prized in traditional medicine,medicinal,1095,0.4,0.02,0.01,0.03,5.0,6.0,8,20,0.60,0.90,1,3,seed:sprout:leaf_growth:root_fill:mature,spring:fall,20,80,5,specialty_vendor,,,produce_ginseng_0,true,,,,,
valerian,Valerian,Tall perennial with sedative root compounds,medicinal,365,0.253,0.04,0.02,0.04,6.0,7.0,8,24,0.50,0.80,0.512,0.5287,seed:sprout:vegetative:flower:root_fill:mature,spring:summer,6,20,3,specialty_vendor,echinacea,,produce_valerian_0,true,,,,,0.0929
feverfew,Feverfew,Daisy-like herb traditionally used for headache relief,medicinal,90,0.4,0.03,0.01,0.03,6.0,7.0,10,26,0.40,0.70,0.365,1.132,seed:sprout:vegetative:flower:mature,spring:summer,4,12,2,specialty_vendor,chamomile:lavender,,produce_feverfew_0,true,,,,,0.116
comfrey,Comfrey,Deep-rooted perennial producing nutrient-rich mulch,medicinal,90,2.65,0.06,0.03,0.06,6.0,7.0,8,28,0.50,0.80,9.47,44.43,root:sprout:vegetative:flower:mature,spring:summer:fall,5,14,2,specialty_vendor,apple:pear:plum,,produce_comfrey_0,true,,,,,0.975
calendula,Calendula,Bright orange flower with skin-healing properties,medicinal,50,0.5,0.04,0.02,0.04,6.0,7.5,10,28,0.40,0.70,0.2314,0.347,seed:sprout:vegetative:bud:flower:mature,spring:summer:fall,3,10,1,store:trade,tomato:pepper,,produce_calendula_0,true,,,,,0.139
tea_tree,Tea Tree,Australian evergreen shrub yielding antiseptic essential oil,medicinal,730,1.5,0.04,0.02,0.04,4.5,6.5,15,35,0.50,0.80,2,6,cutting:sprout:bush_growth:flower:mature,spring:summer,10,30,4,specialty_vendor,,,produce_tea_tree_0,true,,,,,
st_johns_wort,St. Johns Wort,Perennial herb with yellow flowers used for mood support,medicinal,90,0.4,0.03,0.01,0.03,5.5,7.0,10,28,0.40,0.70,5,12,seed:sprout:vegetative:flower:mature,spring:summer,4,14,2,specialty_vendor,lavender,,produce_st_johns_wort_0,true,,,,,
witch_hazel,Witch Hazel,Deciduous shrub with astringent bark extract,medicinal,1095,1.5,0.04,0.02,0.04,5.0,6.5,5,26,0.50,0.80,2,6,seed:sprout:bush_growth:flower:bark_harvest,spring:fall,8,25,3,specialty_vendor,,,produce_witch_hazel_0,true,,,,,
rose,Rose,Classic ornamental shrub with fragrant layered blooms,decorative,180,1.0,0.10,0.04,0.10,6.0,7.0,10,30,0.40,0.70,5,15,cutting:sprout:bush_growth:bud:bloom:mature,spring:summer:fall,8,20,2,store:trade,garlic:chive:parsley,,produce_rose_0,true,,,,,
tulip,Tulip,Spring-blooming bulb with cup-shaped colorful flowers,decorative,120,0.5,0.06,0.03,0.06,6.0,7.0,5,20,0.40,0.70,1,3,bulb:sprout:leaf_growth:bud:bloom:dormancy,spring,5,12,1,store:trade,,,produce_tulip_0,true,,,,,
orchid,Orchid,Exotic epiphytic flower with intricate varied blooms,decorative,365,0.3,0.02,0.01,0.02,5.5,6.5,18,30,0.60,0.90,1,3,seed:sprout:leaf_growth:spike:bud:bloom,spring:summer,15,40,4,specialty_vendor,,,produce_orchid_0,true,,,,,
lily,Lily,Elegant bulb producing large trumpet-shaped flowers,decorative,120,0.8,0.06,0.03,0.06,6.0,7.0,10,28,0.40,0.70,2,6,bulb:sprout:stem_growth:bud:bloom:dormancy,spring:summer,6,18,2,store:trade,,,produce_lily_0,true,,,,,
dahlia,Dahlia,Tuberous perennial with spectacular multi-petaled blooms,decorative,90,1.0,0.08,0.04,0.08,6.0,7.0,15,28,0.40,0.70,3,10,tuber:sprout:vegetative:bud:bloom:mature,summer:fall,6,16,2,store:trade,,,produce_dahlia_0,true,,,,,
marigold,Marigold,Bright annual; dense season-long planting of some varieties can reduce some root-knot nematodes but it is not a general pest repellent,decorative,45,0.4,0.04,0.02,0.04,6.0,7.5,15,30,0.30,0.60,5,15,seed:sprout:vegetative:bud:bloom:mature,spring:summer:fall,2,6,1,store:trade,,,produce_marigold_0,true,,,,,
jasmine,Jasmine,Fragrant climbing vine with star-shaped white flowers,decorative,180,0.8,0.06,0.03,0.06,6.0,7.5,15,30,0.50,0.80,5,15,cutting:sprout:vine:bud:bloom:mature,spring:summer,8,20,2,specialty_vendor,,,produce_jasmine_0,true,,,,,
cotton,Cotton,Subtropical shrub yielding soft fiber bolls for textiles,fiber,150,2.0,0.15,0.06,0.15,5.8,7.0,20,35,0.40,0.70,2,6,seed:sprout:vegetative:square:flower:boll_fill:open:mature,summer,5,20,3,store:trade,,,fiber_cotton_0,true,,,,,
flax,Flax,Ancient fiber crop producing linseed oil and linen fibers,fiber,100,0.00137,0.06,0.03,0.06,6.0,7.0,10,25,0.40,0.70,0.000396,0.000396,seed:sprout:stem_growth:flower:seed_fill:retting:mature,spring:summer,4,15,2,store:trade,,,fiber_flax_0,true,,,,,0.000588
rubber_tree,Rubber Tree,Tropical tree tapped for natural latex sap,fiber,2190,3.0,0.08,0.04,0.10,5.5,7.0,20,35,0.60,0.90,1,3,seed:seedling:sapling:juvenile:tap_ready:mature,summer,20,60,5,specialty_vendor,,,fiber_rubber_tree_0,true,,,,,
sugarcane,Sugarcane,Tall tropical grass yielding crystallizable sweet juice,fiber,300,4.0,0.18,0.06,0.15,5.5,7.5,22,35,0.60,0.90,8,20,cutting:sprout:tiller:stem_elongation:ripening:mature,summer,6,22,3,specialty_vendor,,,fiber_sugarcane_0,true,,,,,
tobacco,Tobacco,Broad-leafed solanaceous plant dried for various uses,fiber,90,1.2,0.12,0.05,0.12,5.5,6.8,18,30,0.50,0.80,4,10,seed:sprout:vegetative:flower:leaf_cure:mature,summer,5,18,2,store:trade,,,fiber_tobacco_0,true,,,,,
hemp,Hemp,Versatile fast-growing fiber crop for rope and textiles,fiber,120,1.0,0.10,0.04,0.08,6.0,7.5,12,28,0.40,0.70,3,8,seed:sprout:vegetative:flower:seed_fill:mature,spring:summer,4,16,2,store:trade,,,fiber_hemp_0,true,,,,,
jute,Jute,Tropical bast fiber plant yielding burlap and sacking,fiber,120,1.5,0.08,0.04,0.08,5.5,7.0,22,35,0.60,0.90,3,8,seed:sprout:stem_growth:flower:fiber_ready:mature,summer,4,14,3,specialty_vendor,,,fiber_jute_0,true,,,,,
sorghum,Sorghum,Drought-tolerant cereal grain grown in arid regions,grain,100,0.8,0.10,0.04,0.08,5.8,7.5,20,38,0.30,0.60,6,18,seed:sprout:tiller:stem_extension:heading:grain_fill:ripe,summer,3,16,2,store:trade,corn,,grain_sorghum_0,true,,16.7,7.14,7.14,
barley,Barley,Cool-season cereal grain for feed and malting,grain,90,0.6,0.08,0.04,0.06,6.0,7.5,8,25,0.30,0.60,8,20,seed:sprout:tiller:stem_extension:heading:grain_fill:ripe,spring:fall,3,14,2,store:trade,pea,,grain_barley_0,true,,18.2,8.33,7.29,
oat,Oat,Hardy cool-season cereal tolerating poor soil - spring-sown oats run about three to four months to a grain harvest,grain,100,0.6,0.06,0.03,0.06,5.5,7.0,8,24,0.40,0.70,8,18,seed:sprout:tiller:stem_extension:heading:grain_fill:ripe,spring:fall,3,12,1,store:trade,pea:bean,,grain_oat_0,true,,19.5,9.06,5.94,
rye,Rye,Winter-hardy cereal grain and excellent cover crop - sown in autumn it overwinters green and is not cut for grain until the following midsummer,grain,280,0.5,0.06,0.03,0.04,5.0,7.0,0,22,0.30,0.60,8,16,seed:sprout:tiller:stem_extension:heading:grain_fill:ripe,fall:winter:spring,2,12,2,store:trade,,,grain_rye_0,true,,20.8,7.32,5.54,
millet,Millet,Fast-maturing small-seeded grain for dry climates,grain,65,0.4,0.06,0.03,0.06,5.5,7.5,22,35,0.30,0.60,6,16,seed:sprout:tiller:heading:grain_fill:ripe,summer,2,10,1,store:trade,sorghum,,grain_millet_0,true,,,,,
soybean,Soybean,High-protein nitrogen-fixing legume for oil and feed,legume,100,0.109,0.02,0.04,0.10,6.0,7.0,18,30,0.50,0.80,0.04593,0.04603,seed:sprout:vegetative:flower:pod_fill:mature,summer,4,16,2,store:trade,corn,,legume_soybean_0,true,55,62.5,13.3,23.3,0.0405
lentil,Lentil,Cool-season pulse producing protein-dense flat seeds - heat above thirty Celsius during pod fill stunts the crop,legume,100,0.0178,0.02,0.03,0.06,6.0,7.5,8,25,0.30,0.60,0.003286,0.003873,seed:sprout:vegetative:flower:pod_fill:mature,spring:fall,3,12,2,store:trade,cucumber:potato,garlic:onion,legume_lentil_0,true,54,39.4,6.43,8.12,0.00715
chickpea,Chickpea,Drought-tolerant pulse with nutty round seeds,legume,90,0.0387,0.02,0.03,0.06,6.0,7.5,15,30,0.30,0.60,0.01022,0.0114,seed:sprout:vegetative:flower:pod_fill:mature,spring:summer,4,14,2,store:trade,,fennel,legume_chickpea_0,true,52,32.8,10,12,0.0186
peanut,Peanut,Legume producing underground pods rich in oil and protein,legume,120,0.8,0.02,0.04,0.08,5.8,6.8,20,32,0.40,0.70,8,20,seed:sprout:vegetative:flower:peg:pod_fill:mature,summer,4,16,2,store:trade,corn,,legume_peanut_0,true,,36,3.89,6,
oyster_mushroom,Oyster Mushroom,Fast-growing edible fungus fruiting on straw or sawdust substrate in total darkness,vegetable,14,0.3,0.01,0.01,0.02,6.0,7.0,10,24,0.85,0.95,4,10,spore:mycelium:pinning:fruiting:mature,spring:summer:fall:winter,3,10,1,store:trade,,,vegetable_oyster_mushroom_0,false,,,,,
shiitake,Shiitake,Woodland fungus cultivated on hardwood sawdust blocks for a dense meaty harvest,vegetable,60,0.3,0.01,0.01,0.02,5.0,6.0,10,24,0.80,0.90,3,8,spore:mycelium:pinning:fruiting:mature,spring:summer:fall:winter,4,14,2,store:trade,,,vegetable_shiitake_0,false,,,,,
button_mushroom,Button Mushroom,Compost-grown fungus and the most widely cultivated edible mushroom in the world,vegetable,25,0.3,0.01,0.01,0.02,6.5,7.5,15,20,0.85,0.95,4,12,spore:mycelium:pinning:fruiting:mature,spring:summer:fall:winter,2,8,1,store:trade,,,vegetable_button_mushroom_0,false,,,,,
